system_name,max_depth,cost_function,alpha,nodes_before,leaves_before,depth_before,nodes_after,leaves_after,depth_after,NRMSE_Train_Tree,NRMSE_Test_Tree,NRMSE_Train_Affine_before,NRMSE_Test_Affine_before,NRMSE_Train_Affine_after,NRMSE_Test_Affine_after
NL2,8,basic,0.001,511,256,8,59,30,8,0.016464132944107413,0.018002135191060906,0.009200082742004284,0.008978832014459436,0.009522293444934809,0.0092552775545369
NL2,8,basic,0.01,511,256,8,45,23,8,0.016464132944107413,0.018002135191060906,0.009200082742004284,0.008978832014459436,0.014487339858855442,0.014355198212310493
NL2,8,basic,0.05,511,256,8,21,11,5,0.016464132944107413,0.018002135191060906,0.009200082742004284,0.008978832014459436,0.018331470004902702,0.018057953382354597
NL2,8,basic,0.1,511,256,8,3,2,1,0.016464132944107413,0.018002135191060906,0.009200082742004284,0.008978832014459436,0.05333504201258301,0.053086583778656625
NL2,8,basic,0.5,511,256,8,1,1,0,0.016464132944107413,0.018002135191060906,0.009200082742004284,0.008978832014459436,0.10691935280921666,0.10638118942055459
NL2,8,average,0.001,511,256,8,45,23,8,0.016464132944107413,0.018002135191060906,0.009200082742004284,0.008978832014459436,0.014487339858855442,0.014355198212310493
NL2,8,average,0.01,511,256,8,19,10,5,0.016464132944107413,0.018002135191060906,0.009200082742004284,0.008978832014459436,0.02227897195775917,0.02197711418351908
NL2,8,average,0.05,511,256,8,3,2,1,0.016464132944107413,0.018002135191060906,0.009200082742004284,0.008978832014459436,0.05333504201258301,0.053086583778656625
NL2,8,average,0.1,511,256,8,3,2,1,0.016464132944107413,0.018002135191060906,0.009200082742004284,0.008978832014459436,0.05333504201258301,0.053086583778656625
NL2,8,average,0.5,511,256,8,3,2,1,0.016464132944107413,0.018002135191060906,0.009200082742004284,0.008978832014459436,0.05333504201258301,0.053086583778656625
